fecha,indicativo,nombre,provincia,altitud,prec,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,tmed,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2018-05-06,0367,GIRONA AEROPUERTO,GIRONA,143,"5,3",99,"1,7","6,7",Varias,"3,1","1003,1",Varias,"999,7",15,"17,8","10,4",02:19,"25,2",14:25,79,97,Varias,48,14:59
2018-05-07,0367,GIRONA AEROPUERTO,GIRONA,143,"3,3",18,"2,2","9,2",12:55,"8,3","1000,4",00,"996,6",23,"19,7","13,5",23:03,"25,9",12:07,78,99,Varias,49,13:49
2018-05-08,0367,GIRONA AEROPUERTO,GIRONA,143,"6,3",99,"2,2","7,8",Varias,"7,0","996,8",00,"993,8",19,"19,1","12,4",04:18,"25,8",12:25,82,99,Varias,51,11:22
2018-05-09,0367,GIRONA AEROPUERTO,GIRONA,143,"3,8",11,"2,2","8,9",12:13,"3,9","995,1",Varias,"992,7",04,"17,6","12,2",04:33,"23,0",10:50,92,99,Varias,63,09:16
2018-05-10,0367,GIRONA AEROPUERTO,GIRONA,143,"2,9",99,"1,7","5,0",Varias,"0,0","1003,0",Varias,"994,5",01,"15,6","13,4",04:38,"17,9",Varias,89,100,Varias,62,11:15
2018-05-11,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,99,"4,2","10,8",Varias,"12,9","1002,4",00,"998,5",15,"18,8","12,6",03:44,"25,1",12:21,73,98,Varias,48,12:01
2018-05-12,0367,GIRONA AEROPUERTO,GIRONA,143,"44,0",19,"4,7","15,0",12:13,"6,1","1001,2",00,"995,7",17,"16,2","8,7",23:54,"23,7",11:06,83,100,Varias,55,11:47
2018-05-13,0367,GIRONA AEROPUERTO,GIRONA,143,"9,7",99,"2,5","9,7",Varias,"2,1","1001,6",Varias,"997,0",05,"10,7","6,4",23:57,"15,0",15:38,88,99,Varias,60,15:45
2018-05-14,0367,GIRONA AEROPUERTO,GIRONA,143,"1,5",03,"2,5","9,7",14:09,"6,6","1001,8",Varias,"998,8",12,"11,0","4,1",04:46,"18,0",11:34,76,100,Varias,45,12:29
2018-05-15,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"1,4","6,7",Varias,"5,4","1001,3",00,"998,8",17,"15,4","9,2",Varias,"21,5",15:12,63,98,Varias,48,13:10
2018-05-16,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,7","6,1",Varias,"5,6","1001,5",Varias,"999,0",16,"16,2","8,5",03:30,"24,0",14:46,72,98,Varias,44,13:39
2018-05-17,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","9,7",Varias,"6,5","1001,3",Varias,"999,4",12,"16,4","8,4",04:26,"24,4",12:11,64,98,Varias,47,12:13
2018-05-18,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,7","7,2",Varias,"5,3","1001,6",Varias,"1000,1",18,"16,8","9,2",03:30,"24,5",13:00,66,97,Varias,48,12:42
2018-05-19,0367,GIRONA AEROPUERTO,GIRONA,143,"2,4",99,"1,7","8,9",13:17,"5,7","1001,2",Varias,"999,3",17,"17,6","9,5",04:39,"25,6",11:55,78,97,Varias,41,10:48
2018-05-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",12,"2,8","10,3",12:20,"9,7","1000,4",00,"996,8",17,"17,4","9,6",04:35,"25,1",12:02,63,98,Varias,40,15:12
2018-05-21,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",13,"2,2","6,7",17:04,"2,5","997,5",00,"994,5",16,"17,6","10,5",04:04,"24,6",15:44,67,98,Varias,45,12:31
2018-05-22,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",33,"2,2","8,3",13:14,"5,3","1001,1",Varias,"995,4",01,"17,8","11,0",Varias,"24,6",12:13,72,98,Varias,48,10:27
2018-05-23,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,6","10,3",Varias,"9,1","1002,8",Varias,"1000,4",15,"18,5","11,2",03:51,"25,8",10:55,70,98,Varias,46,10:08
2018-05-24,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"5,0","12,5",14:01,"7,3","1002,0",Varias,"999,5",14,"20,2","13,7",01:40,"26,6",12:54,62,98,Varias,41,13:44
2018-05-25,0367,GIRONA AEROPUERTO,GIRONA,143,"3,1",12,"2,5","9,7",14:00,"4,5","1001,3",Varias,"998,7",17,"18,4","11,5",03:30,"25,4",12:35,54,97,Varias,36,13:03
2018-05-26,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,10,"3,6","10,8",10:57,"5,9","1001,3",Varias,"998,8",04,"19,9","14,1",00:18,"25,7",11:34,64,97,Varias,41,12:13
2018-05-27,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",05,"4,2","13,3",15:13,"6,0","999,7",00,"996,1",14,"19,8","14,7",01:43,"25,0",12:33,66,99,Varias,52,15:10
2018-05-28,0367,GIRONA AEROPUERTO,GIRONA,143,"0,2",99,"4,4","12,5",Varias,"4,9","999,9",Varias,"996,3",03,"20,8","17,2",20:15,"24,3",09:46,76,94,Varias,62,16:34
2018-05-29,0367,GIRONA AEROPUERTO,GIRONA,143,"0,3",99,"5,6","11,7",Varias,"9,4","999,7",00,"995,8",17,"21,8","16,7",22:43,"26,8",11:50,73,97,Varias,47,11:23
2018-05-30,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,99,"1,7","9,2",12:10,"3,6","998,1",Varias,"996,3",03,"19,2","13,3",23:40,"25,1",12:32,74,97,Varias,55,12:40
2018-05-31,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"2,5","7,2",15:56,"6,4","1004,0",Varias,"998,1",00,"18,4","11,7",04:35,"25,2",14:30,70,99,Varias,56,14:31
2018-06-01,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,8","8,9",Varias,"7,7","1004,5",Varias,"1002,2",14,"19,8","12,6",04:18,"26,9",11:16,69,98,Varias,48,13:50
2018-06-02,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"2,2","7,8",Varias,"4,9","1003,3",00,"1000,5",21,"19,9","13,4",03:10,"26,4",13:52,76,98,Varias,46,09:46
2018-06-03,0367,GIRONA AEROPUERTO,GIRONA,143,"17,9",,,,,"0,0",,,,,,,,,,,,,,
2018-06-04,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",23,"2,5","9,7",13:50,"9,2","997,6",00,"994,4",19,"18,8","11,8",03:38,"25,7",11:23,77,100,05:05,47,11:14
2018-06-05,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,1","12,5",Varias,"5,9","995,8",24,"993,3",16,"19,0","13,4",04:11,"24,5",12:18,75,100,Varias,62,12:20
2018-06-06,0367,GIRONA AEROPUERTO,GIRONA,143,"4,0",99,"2,5","9,7",10:33,"6,7","999,8",Varias,"995,6",03,"18,8","13,8",04:14,"23,7",09:40,77,97,Varias,63,09:44
2018-06-07,0367,GIRONA AEROPUERTO,GIRONA,143,"1,9",08,"2,2","8,3",14:23,"3,0","1000,2",Varias,"998,5",06,"18,7","13,4",23:48,"24,0",13:54,80,97,Varias,56,13:18
2018-06-08,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"3,1","8,9",Varias,"8,1","999,7",00,"996,1",17,"18,7","11,1",03:49,"26,3",12:08,71,99,Varias,49,10:19
2018-06-09,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"5,0","13,9",13:14,"3,8","997,8",Varias,"995,3",17,"22,7","16,1",04:46,"29,3",13:45,55,91,Varias,29,09:37
2018-06-10,0367,GIRONA AEROPUERTO,GIRONA,143,"0,8",20,"2,8","10,3",13:08,"0,0","997,2",Varias,"994,1",21,"22,0","14,9",02:44,"29,2",13:36,73,95,Varias,35,14:25
2018-06-11,0367,GIRONA AEROPUERTO,GIRONA,143,"2,0",17,"3,6","9,7",15:31,"0,0","996,8",Varias,"992,9",01,"21,0","15,9",23:44,"26,2",12:49,69,97,Varias,56,10:02
2018-06-12,0367,GIRONA AEROPUERTO,GIRONA,143,"0,1",19,"5,0","14,4",11:30,"5,5","996,3",00,"992,1",15,"20,9","15,1",02:14,"26,7",14:25,80,99,Varias,41,14:14
2018-06-13,0367,GIRONA AEROPUERTO,GIRONA,143,"0,3",16,"2,2","11,4",14:13,"1,2","997,8",Varias,"995,4",02,"21,2","14,0",23:15,"28,3",13:24,60,96,Varias,36,11:03
2018-06-14,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","9,2",Varias,"0,0","999,3",Varias,"996,6",15,"20,4","11,3",03:46,"29,6",13:28,54,95,Varias,25,13:30
2018-06-15,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",08,"2,2","7,8",12:59,"0,0","1000,3",Varias,"998,0",02,"20,8","13,9",04:11,"27,7",12:19,67,98,Varias,45,10:24
2018-06-16,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,8","8,3",Varias,"0,0","1002,0",Varias,"999,1",16,"22,7","16,3",04:21,"29,1",12:18,51,92,01:07,34,13:10
2018-06-17,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"3,3","9,7",13:43,"0,0","1005,5",Varias,"1001,7",00,"22,2","16,4",00:23,"28,1",13:40,63,90,03:08,48,09:47
2018-06-18,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"2,5","8,9",13:20,"0,0","1005,1",Varias,"1002,8",16,"22,9","14,8",04:13,"31,0",14:29,52,95,Varias,35,12:51
2018-06-19,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"3,6","9,7",13:39,,"1005,7",Varias,"1003,5",19,"23,6","15,6",04:15,"31,6",12:37,47,89,Varias,28,11:56
2018-06-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",21,"3,3","9,2",14:11,"12,8","1004,0",Varias,"1001,9",17,"24,2","15,1",03:17,"33,2",12:46,42,92,Varias,26,12:14
2018-06-21,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"3,1","8,9",Varias,"13,4","1003,0",00,"999,9",17,"24,2","14,5",04:14,"33,8",11:26,41,89,Varias,27,10:12
2018-06-22,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"4,4","10,8",11:20,"9,4","1002,5",Varias,"1000,4",13,"24,7","17,5",03:52,"31,9",10:12,62,89,Varias,32,10:16
2018-06-23,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","7,8",Varias,"9,7","1003,3",Varias,"1001,6",17,"23,6","16,6",23:58,"30,6",12:42,40,80,Varias,27,15:18
2018-06-24,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,6","9,7",Varias,"11,3","1002,5",00,"999,8",17,"22,8","15,0",04:10,"30,5",11:56,48,85,Varias,29,11:57
2018-06-25,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"4,7","10,8",12:47,"11,5","1002,5",Varias,"999,9",16,"23,2","16,1",04:11,"30,3",11:51,43,88,Varias,32,11:30
2018-06-26,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"4,4","12,5",Varias,"13,4","1002,7",Varias,"1001,1",15,"23,5","15,4",02:49,"31,6",11:43,42,89,Varias,30,11:24
2018-06-27,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"4,2","9,7",Varias,"12,5","1001,8",00,"996,7",16,"24,3","15,4",03:59,"33,2",13:33,43,91,Varias,25,10:35
2018-06-28,0367,GIRONA AEROPUERTO,GIRONA,143,"5,2",99,"3,3","12,5",Varias,"5,3","997,6",00,"994,5",13,"25,4","18,5",23:53,"32,2",11:32,62,97,Varias,30,12:49
2018-06-29,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"4,2","11,7",12:29,"12,7","996,5",Varias,"994,9",16,"23,4","16,4",04:55,"30,3",11:16,61,98,Varias,36,11:14
2018-06-30,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"4,2","10,3",14:38,"13,5","996,2",01,"993,7",18,"24,2","16,3",04:02,"32,0",12:32,45,97,Varias,20,13:06
2018-07-01,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","8,3",Varias,"13,4","995,6",Varias,"993,3",16,"23,7","14,5",03:33,"32,9",13:43,47,93,Varias,31,13:44
2018-07-02,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"2,8","9,2",Varias,"11,6","999,6",Varias,"993,9",02,"24,8","16,7",03:25,"32,8",12:45,60,97,Varias,41,12:38
2018-07-03,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",18,"3,6","12,8",16:00,"13,3","1000,6",Varias,"997,7",17,"25,8","18,2",04:07,"33,5",Varias,54,95,Varias,36,14:40
2018-07-04,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"4,7","12,5",15:07,"13,3","1000,6",Varias,"995,8",19,"25,1","17,0",04:34,"33,2",12:17,54,88,04:36,28,09:55
2018-07-05,0367,GIRONA AEROPUERTO,GIRONA,143,"10,9",15,"2,8","9,2",13:31,"7,0","1004,4",Varias,"999,1",02,"24,0","16,9",04:24,"31,2",10:35,71,95,Varias,36,10:35
2018-07-06,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",21,"3,9","10,3",16:34,"11,4","1005,1",Varias,"1003,0",16,"23,1","17,4",04:38,"28,8",13:04,68,96,Varias,49,10:52
2018-07-07,0367,GIRONA AEROPUERTO,GIRONA,143,"6,3",20,"3,9","10,8",14:34,"9,7","1004,6",00,"1001,5",20,"24,7","17,3",04:09,"32,1",13:56,71,97,Varias,39,12:08
2018-07-08,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,19,"2,8","9,7",13:54,"12,0","1003,4",Varias,"1001,2",15,"25,1","16,1",04:26,"34,1",12:50,50,98,Varias,30,15:36
2018-07-09,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","9,2",Varias,"9,3","1002,5",Varias,"1000,1",13,"25,6","17,7",04:18,"33,5",11:23,65,93,Varias,31,11:25
2018-07-10,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,1","9,7",Varias,"9,6","1001,5",00,"998,0",17,"25,7","18,2",04:32,"33,2",12:04,58,96,Varias,38,11:59
2018-07-11,0367,GIRONA AEROPUERTO,GIRONA,143,"1,1",99,"5,3","12,5",Varias,"11,2","1000,3",21,"996,5",15,"25,6","19,1",04:22,"32,0",14:09,62,95,Varias,43,14:11
2018-07-12,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",16,"3,6","10,3",14:09,"11,8","1002,1",Varias,"998,0",03,"25,2","17,7",04:38,"32,7",12:47,52,94,Varias,33,13:41
2018-07-13,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",12,"2,5","8,9",12:54,"7,4","1002,1",01,"1000,5",15,"25,4","16,8",03:30,"34,1",12:02,49,91,Varias,30,10:59
2018-07-14,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"3,3","10,3",15:32,"13,0","1001,3",00,"998,4",17,"27,4","19,4",23:47,"35,4",11:56,39,82,Varias,24,Varias
2018-07-15,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,9","10,8",Varias,"13,5","1000,3",Varias,"995,6",18,"25,4","16,9",04:41,"34,0",12:30,53,95,Varias,31,12:17
2018-07-16,0367,GIRONA AEROPUERTO,GIRONA,143,"18,4",01,"3,3","15,0",10:59,"5,9","1001,5",Varias,"993,4",07,"23,2","17,1",11:17,"29,4",15:41,72,96,Varias,43,15:43
2018-07-17,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"4,7","10,8",Varias,"12,9","1002,2",Varias,"999,9",16,"24,4","16,6",04:24,"32,1",11:43,60,97,Varias,38,11:32
2018-07-18,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"4,4","12,5",Varias,"13,0","1001,0",Varias,"996,8",17,"25,3","18,2",04:35,"32,4",12:12,57,94,03:04,32,11:55
2018-07-19,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"3,1","11,4",14:41,"12,5","1000,2",Varias,"997,6",17,"25,5","17,5",04:44,"33,5",11:55,54,94,Varias,32,11:06
2018-07-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",16,"3,6","10,3",13:26,"11,3","998,8",00,"994,6",18,"25,3","17,7",04:44,"32,9",13:43,58,97,Varias,24,14:51
2018-07-21,0367,GIRONA AEROPUERTO,GIRONA,143,"0,9",05,"4,7","12,8",14:07,"6,0","1000,1",Varias,"996,2",14,"24,9","18,7",04:51,"31,1",13:30,58,91,Varias,38,13:31
2018-07-22,0367,GIRONA AEROPUERTO,GIRONA,143,"5,5",19,"1,1","7,8",14:08,"2,7","1001,2",Varias,"998,5",04,"21,2","15,9",23:55,"26,6",13:25,75,98,Varias,58,13:25
2018-07-23,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","9,7",Varias,"13,2","1001,4",Varias,"997,8",16,"23,7","14,7",04:27,"32,7",12:55,55,99,Varias,29,11:11
2018-07-24,0367,GIRONA AEROPUERTO,GIRONA,143,"18,9",04,"3,1","16,4",14:14,"8,0","999,7",Varias,"996,4",12,"26,1","18,0",04:27,"34,2",10:51,78,100,Varias,33,10:53
2018-07-25,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",21,"2,8","9,7",14:23,"9,8","999,9",Varias,"997,0",17,"25,4","16,4",04:30,"34,5",13:19,47,98,Varias,28,14:34
2018-07-26,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,8","8,3",Varias,"13,1","997,6",Varias,"995,3",15,"27,2","18,5",04:51,"36,0",13:17,44,91,04:43,26,14:38
2018-07-27,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"5,0","13,3",14:25,"9,6","997,1",00,"993,5",16,"27,9","19,9",04:59,"35,9",12:01,46,87,Varias,26,11:26
2018-07-28,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",11,"3,6","8,9",12:48,"6,9","999,5",Varias,"994,8",03,"25,6","17,9",03:20,"33,4",11:51,61,91,Varias,35,10:42
2018-07-29,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"2,8","9,7",Varias,"4,3","999,2",Varias,"996,3",15,"25,8","18,3",04:49,"33,3",13:08,63,96,Varias,44,13:59
2018-07-30,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,1","8,9",Varias,"10,5","999,7",Varias,"998,6",13,"27,8","20,6",04:19,"35,1",11:44,61,96,Varias,37,11:34
2018-07-31,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,1","8,9",Varias,"10,9","1005,1",13,"998,9",02,"28,2","20,4",04:29,"36,1",11:40,51,93,Varias,30,11:13
2018-08-01,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",16,"3,1","11,7",12:35,"8,7","1001,8",Varias,"999,9",15,"29,2","21,0",04:33,"37,5",12:28,50,86,Varias,28,12:14
2018-08-02,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,8","9,2",Varias,"10,3","1002,2",Varias,"1000,4",17,"29,6","21,5",04:46,"37,6",11:46,51,88,Varias,32,11:47
2018-08-03,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,1","8,9",Varias,"11,3","1001,6",Varias,"999,7",17,"29,6","21,5",04:42,"37,8",11:05,47,89,Varias,26,10:52
2018-08-04,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,3","10,8",Varias,"10,8","1000,8",00,"999,2",16,"29,8","20,9",04:35,"38,7",11:38,40,85,Varias,24,12:41
2018-08-05,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",25,"2,8","10,3",14:46,"8,4","1000,6",Varias,"998,8",14,"30,4","22,3",04:44,"38,4",12:29,46,81,Varias,24,11:59
2018-08-06,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"3,3","10,8",14:43,"10,1","1000,4",Varias,"997,7",18,"27,7","20,0",04:36,"35,4",11:14,61,94,22:20,34,11:16
2018-08-07,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"6,4","15,0",13:35,"9,8","1000,1",Varias,"995,3",15,"27,8","21,0",04:12,"34,7",12:50,58,94,Varias,36,13:24
2018-08-08,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"5,6","11,4",Varias,"6,1","999,9",Varias,"997,0",18,"27,4","21,5",04:57,"33,4",12:11,66,86,Varias,44,11:42
2018-08-09,0367,GIRONA AEROPUERTO,GIRONA,143,"4,3",21,"3,6","11,7",08:17,"3,0","1005,6",Varias,"996,9",03,"24,4","18,5",22:59,"30,4",Varias,76,96,Varias,54,13:47
2018-08-10,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","8,9",Varias,"12,1","1008,5",Varias,"1005,5",00,"24,3","17,6",03:12,"31,0",12:38,55,94,Varias,36,12:37
2018-08-11,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",21,"3,3","10,3",13:12,"11,8","1008,0",00,"1002,9",24,"24,0","16,4",04:36,"31,7",12:47,56,93,Varias,35,13:22
2018-08-12,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"5,6","13,9",16:06,"10,5","1002,9",00,"996,8",22,"26,1","17,6",04:26,"34,6",11:46,64,93,Varias,45,11:26
2018-08-13,0367,GIRONA AEROPUERTO,GIRONA,143,"0,1",14,"3,3","8,9",12:30,"5,8","999,7",Varias,"996,3",17,"25,0","18,9",04:48,"31,2",10:46,66,84,Varias,48,10:48
2018-08-14,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"3,3","9,2",15:27,"6,7","1002,6",Varias,"998,7",03,"24,4","18,9",03:44,"29,9",13:35,62,92,Varias,42,12:36
2018-08-15,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"3,3","10,8",13:11,"11,2","1003,0",Varias,"1000,9",16,"24,7","17,3",05:32,"32,1",12:24,57,93,Varias,36,12:04
2018-08-16,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",18,"3,6","10,8",13:55,"11,0","1001,0",00,"997,8",17,"24,6","16,3",04:19,"33,0",12:50,58,96,04:46,33,11:29
2018-08-17,0367,GIRONA AEROPUERTO,GIRONA,143,"80,3",99,"1,9","15,0",11:36,"5,1","1004,5",Varias,"999,2",03,"24,4","16,6",12:17,"32,1",10:23,91,100,Varias,39,10:16
2018-08-18,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"1,7","8,3",15:42,"9,8","1004,2",Varias,"1002,1",15,"23,8","16,8",05:03,"30,8",15:16,62,99,Varias,30,14:54
2018-08-19,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"1,9","9,2",14:20,"4,6","1004,5",08,"1002,6",Varias,"24,1","16,3",04:50,"31,9",13:30,55,100,Varias,31,Varias
2018-08-20,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",22,"1,7","8,9",14:11,"12,5","1002,9",00,"1000,3",16,"25,6","17,0",Varias,"34,3",13:15,49,94,Varias,24,13:43
2018-08-21,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"2,5","9,7",13:11,"11,5","1001,6",Varias,"999,1",15,"26,4","18,3",04:20,"34,4",12:33,53,89,Varias,30,13:01
2018-08-22,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"1,9","7,8",15:01,"11,1","1001,2",Varias,"999,3",14,"26,0","17,8",05:09,"34,1",12:42,54,92,Varias,30,12:22
2018-08-23,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"3,1","8,3",Varias,"7,8","1000,7",00,"998,7",16,"25,6","17,2",05:06,"33,9",12:34,64,94,Varias,34,12:26
2018-08-24,0367,GIRONA AEROPUERTO,GIRONA,143,"12,2",99,"2,8","7,8",Varias,"8,3","1000,6",Varias,"998,9",04,"23,8","17,5",04:40,"30,1",12:01,70,97,Varias,50,12:01
2018-08-25,0367,GIRONA AEROPUERTO,GIRONA,143,Ip,06,"1,9","9,2",18:16,"1,9","1000,6",Varias,"998,4",16,"22,0","18,1",23:42,"25,9",11:03,68,94,Varias,55,17:25
2018-08-26,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"3,6","10,8",15:12,"10,6","1001,4",Varias,"997,8",15,"21,6","16,3",03:17,"26,9",15:09,71,92,Varias,49,11:51
2018-08-27,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"3,3","9,2",12:54,"11,8","1002,0",Varias,"999,8",03,"22,8","15,8",04:52,"29,8",12:05,69,98,Varias,48,11:21
2018-08-28,0367,GIRONA AEROPUERTO,GIRONA,143,"0,9",99,"3,6","13,3",15:25,"11,1","1001,7",00,"997,5",23,"25,2","17,8",04:55,"32,7",12:16,71,96,Varias,41,12:11
2018-08-29,0367,GIRONA AEROPUERTO,GIRONA,143,"2,9",99,"2,8","8,3",Varias,"6,2","1003,6",Varias,"998,1",00,"25,8","19,6",23:50,"32,1",11:48,80,97,Varias,40,11:10
2018-08-30,0367,GIRONA AEROPUERTO,GIRONA,143,"6,7",99,"2,5","9,2",Varias,"5,4","1004,2",Varias,"1002,3",16,"23,4","18,0",02:56,"28,9",12:31,75,98,Varias,55,12:08
2018-08-31,0367,GIRONA AEROPUERTO,GIRONA,143,"1,6",21,"2,8","5,8",12:33,"0,0","1004,2",Varias,"1002,2",16,"21,2","18,5",06:53,"23,9",11:23,85,97,07:22,64,10:49
2018-09-01,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"1,9","8,3",15:24,"2,1","1004,2",Varias,"1002,0",15,"22,5","17,9",23:08,"27,1",13:01,81,97,Varias,55,12:31
2018-09-02,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"2,5","8,9",Varias,"8,2","1003,5",00,"999,3",14,"21,8","16,1",03:46,"27,6",11:59,69,99,Varias,38,10:22
2018-09-03,0367,GIRONA AEROPUERTO,GIRONA,143,"1,1",02,"2,5","7,8",17:42,"1,2","999,8",00,"996,9",16,"22,6","18,2",04:53,"26,9",13:42,82,98,Varias,64,13:43
2018-09-04,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",16,"0,8","9,2",14:20,"9,7","999,1",Varias,"996,2",03,"24,0","17,6",23:47,"30,5",13:31,70,98,Varias,45,13:08
2018-09-05,0367,GIRONA AEROPUERTO,GIRONA,143,"1,4",99,"1,7","9,2",14:39,"8,6","1000,0",Varias,"997,4",15,"23,0","16,1",04:25,"29,9",13:10,71,97,Varias,54,13:14
2018-09-06,0367,GIRONA AEROPUERTO,GIRONA,143,"1,9",35,"2,5","11,7",14:33,"4,7","999,5",Varias,"996,7",03,"21,4","15,4",23:38,"27,5",11:36,82,98,Varias,54,11:14
2018-09-07,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",19,"2,2","6,1",Varias,"7,4","1003,0",Varias,"999,3",01,"21,2","14,8",01:29,"27,5",11:57,82,99,Varias,52,11:51
2018-09-08,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",20,"3,1","10,3",Varias,"6,9","1003,9",Varias,"1002,1",17,"21,5","15,8",05:18,"27,2",10:49,81,99,Varias,61,10:36
2018-09-09,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",17,"1,4","8,9",14:01,"3,1","1006,1",Varias,"1002,7",03,"23,1","17,5",04:35,"28,7",12:24,76,99,Varias,54,12:26
2018-09-10,0367,GIRONA AEROPUERTO,GIRONA,143,"0,0",99,"1,1","5,8",Varias,"4,2","1008,1",Varias,"1004,2",03,"23,2","17,3",05:27,"29,1",11:14,69,97,Varias,44,11:17
