fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,velmedia,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,dir,racha,horaracha
2013-01-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,6","0,0","3,4",04:40,"13,9",13:00,"1,1",80,98,Varias,65,13:10,13,"6,4",00:40
2013-01-31,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,2","0,0","4,8",07:30,"15,6",14:40,"0,0",84,98,Varias,65,13:40,12,"5,3",20:30
2013-02-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,8","15,1","6,5",04:40,"13,1",13:50,"3,3",76,98,Varias,59,13:50,02,"11,9",23:59
2013-02-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,5","15,3","1,5",22:50,"7,5",00:00,"2,8",94,98,Varias,71,21:10,34,"13,6",14:30
2013-02-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,5","0,2","1,2",03:50,"5,8",14:00,"2,5",68,90,23:59,60,13:40,34,"13,6",10:30
2013-02-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,7","1,8","3,9",00:50,"9,5",15:40,"1,4",98,99,18:00,90,00:00,,,
2013-02-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,0","5,4","2,1",21:30,"11,9",15:00,"2,2",80,99,00:00,56,15:40,35,"13,3",20:10
2013-02-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,5","32,2","1,1",23:20,"3,9",15:40,"3,3",95,98,Varias,88,19:10,32,"10,3",12:20
2013-02-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,0","16,8","0,5",00:50,"3,4",14:20,"1,4",96,98,Varias,78,10:00,34,"10,3",04:40
2013-02-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,4","24,9","0,5",03:10,"2,4",13:40,"0,8",97,98,Varias,81,23:50,,,
2013-02-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"1,4","8,9","-2,1",07:00,"4,8",11:50,"1,7",90,98,Varias,72,02:10,34,"7,8",01:20
2013-02-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,8","9,0","0,0",22:10,"7,5",16:00,"2,2",82,98,Varias,66,Varias,,,
2013-02-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,8","15,3","0,3",23:00,"5,2",11:30,"1,7",85,98,Varias,67,13:00,27,"12,5",21:40
2013-02-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"2,4","4,5","0,4",00:00,"4,4",15:00,"1,4",95,98,Varias,91,15:00,,,
2013-02-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,0","4,8","2,4",01:00,"7,7",14:00,"1,1",94,98,Varias,80,14:00,35,"6,4",13:30
2013-02-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,4","0,4","4,5",07:10,"8,4",13:10,"0,0",93,98,Varias,85,13:40,03,"3,9",04:40
2013-02-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,5","0,0","1,0",23:59,"10,0",Varias,"0,8",78,98,Varias,56,15:30,31,"8,3",13:30
2013-02-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,8","0,0","0,0",07:00,"11,5",15:50,"0,3",82,98,Varias,62,Varias,11,"3,6",05:20
2013-02-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,6","0,5","1,3",05:00,"9,9",14:50,"0,8",89,98,Varias,74,Varias,17,"5,3",08:00
2013-02-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,1","0,3","5,4",03:50,"10,8",15:50,"0,8",86,98,Varias,76,16:20,11,"7,2",06:20
2013-02-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,6","0,0","6,1",01:40,"11,0",15:50,"3,3",70,90,01:50,63,15:30,12,"11,1",03:40
2013-02-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,4","0,0","4,4",06:20,"14,4",15:10,"0,8",77,95,07:30,57,15:00,11,"4,4",04:00
2013-02-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,0","0,3","5,7",05:00,"12,2",16:00,"0,6",75,93,05:00,64,Varias,27,"5,0",13:50
2013-02-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,8","0,0","-0,4",23:59,"8,1",00:40,"1,9",62,95,01:40,45,11:50,32,"8,3",10:00
2013-02-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"-2,0","0,0","-3,6",05:50,"-0,4",00:00,"2,8",73,89,23:59,62,13:00,32,"12,2",13:20
2013-02-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,1","1,0","-1,4",05:50,"1,6",16:40,"2,2",76,98,Varias,67,16:30,02,"11,1",15:40
2013-02-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"-0,3","0,7","-2,6",02:50,"2,0",12:50,"1,7",87,98,Varias,70,13:20,05,"8,6",13:30
2013-02-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,8","2,4","-1,1",06:30,"2,8",13:20,,93,98,Varias,85,13:10,,,
2013-02-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,0","0,0","-2,1",06:50,"8,2",13:40,"0,0",68,97,00:50,49,17:00,12,"6,4",04:10
2013-02-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,0","0,0","-0,9",06:00,"9,0",15:10,"0,3",77,98,Varias,53,14:20,02,"7,2",17:50
2013-03-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,2","0,0","1,1",05:10,"9,2",11:30,"3,3",62,95,Varias,48,12:10,03,"13,9",14:00
2013-03-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,0","0,0","-0,8",06:50,"12,8",15:40,"0,0",69,98,Varias,43,15:50,12,"4,4",22:10
2013-03-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,7","0,0","0,8",04:30,"14,6",15:00,"2,2",60,90,Varias,38,15:10,15,"11,7",15:00
2013-03-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,7","6,4","7,0",05:40,"12,4",11:40,"4,4",56,75,Varias,48,Varias,17,"19,7",18:50
2013-03-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,3","2,6","8,9",01:40,"11,7",19:00,"3,1",89,92,08:00,74,00:00,21,"18,6",04:10
2013-03-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"13,0","11,3","8,4",05:30,"17,7",16:20,"0,0",78,97,20:30,58,16:00,26,"11,4",19:40
2013-03-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"11,6","10,8","8,1",19:00,"15,1",13:10,"5,6",75,95,23:50,65,12:50,26,"19,2",19:00
2013-03-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,8","11,8","5,8",06:40,"15,7",14:00,"1,9",72,98,00:50,51,14:00,30,"9,2",21:00
2013-03-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,9","0,0","6,4",04:00,"13,4",16:30,"2,2",74,97,00:20,61,15:50,13,"9,2",09:50
2013-03-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,6","0,0","6,6",23:20,"12,5",12:00,"2,8",67,83,07:30,57,12:10,25,"9,4",12:30
2013-03-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,9","10,0","5,9",05:10,"11,9",14:00,"3,9",73,95,Varias,67,13:30,27,"12,8",15:10
2013-03-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,5","4,1","0,4",20:20,"10,6",15:50,"1,7",79,98,Varias,62,16:00,33,"13,3",19:10
2013-03-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,2","10,0","-0,9",15:00,"1,3",20:50,"2,8",82,98,Varias,70,17:20,32,"13,6",14:50
2013-03-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"0,5","13,7","-1,8",04:40,"2,8",18:00,"2,5",90,98,Varias,75,Varias,33,"9,7",12:20
2013-03-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,4","0,0","-1,2",07:00,"8,0",14:50,"0,8",70,93,00:00,51,16:30,12,"8,6",21:50
2013-03-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,0","4,2","2,6",05:30,"7,5",19:00,"5,8",66,84,22:40,49,06:20,16,"12,2",08:20
2013-03-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,2","2,8","2,6",23:59,"7,8",13:00,"1,4",90,98,23:40,80,00:00,99,"10,6",Varias
2013-03-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"5,2","0,0","0,5",02:20,"10,0",14:50,"1,9",72,98,Varias,52,14:50,30,"11,7",13:40
2013-03-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,2","0,3","1,2",05:50,"11,1",14:00,"2,8",69,98,Varias,52,13:00,17,"8,6",13:20
2013-03-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,7","0,0","3,6",23:50,"11,8",Varias,"1,9",52,92,00:30,43,11:20,35,"8,6",05:50
2013-03-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,0","0,0","2,7",02:00,"15,4",13:20,"2,8",52,80,02:00,45,Varias,15,"12,5",23:59
2013-03-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"11,2","4,3","6,2",21:40,"16,3",15:00,"3,9",59,97,21:40,44,00:00,22,"14,2",14:30
2013-03-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,6","0,0","3,3",06:00,"15,9",16:40,"1,4",69,98,Varias,43,16:40,11,"8,3",23:50
2013-03-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,8","0,0","3,8",05:50,"15,7",15:30,"1,4",72,95,Varias,42,15:30,28,"9,2",15:30
2013-03-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,7","19,3","4,7",06:00,"10,7",09:50,"1,9",88,99,18:00,68,09:50,12,"10,6",19:20
2013-03-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,6","3,8","6,7",03:30,"14,5",13:20,"0,8",84,99,00:00,60,Varias,32,"5,3",10:50
2013-03-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"11,0","25,7","8,6",04:20,"13,4",12:40,"2,2",90,98,Varias,79,12:40,13,"5,6",23:20
2013-03-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"11,8","4,9","9,7",Varias,"14,0",16:00,"0,3",86,98,Varias,71,15:20,25,"5,8",21:50
2013-03-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"12,8","25,1","10,4",04:00,"15,3",11:40,"3,3",85,98,21:50,69,12:10,13,"11,4",18:10
2013-03-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,5","7,0","5,2",23:59,"11,8",11:20,"1,9",87,97,00:10,63,11:00,29,"12,2",11:10
2013-03-31,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,1","2,6","4,2",06:00,"16,0",15:30,"1,1",68,98,Varias,46,16:30,15,"8,3",23:00
2013-04-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,2","1,0","7,4",Varias,"13,0",13:10,"2,5",75,95,Varias,59,13:20,27,"11,4",05:40
2013-04-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,2","0,1","4,4",23:59,"14,0",13:30,"1,9",74,99,07:00,48,13:00,34,"10,0",13:50
2013-04-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,3","9,1","2,4",04:00,"16,2",14:40,"2,8",64,98,Varias,46,15:00,16,"9,7",13:20
2013-04-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,4","5,4","3,5",23:59,"11,4",11:50,"2,2",90,95,06:10,78,12:00,13,"10,0",02:10
2013-04-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"4,1","3,5","1,0",23:00,"7,2",13:50,"2,5",86,98,Varias,60,14:10,34,"12,2",14:40
2013-04-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"3,3","17,5","0,3",06:00,"6,3",12:30,"1,9",81,98,Varias,70,12:20,,,
2013-04-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"6,4","0,0","1,7",05:30,"11,1",15:20,"0,8",71,98,Varias,50,15:50,27,"5,8",12:10
2013-04-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,8","0,1","7,3",05:50,"12,4",15:50,"2,2",72,86,06:10,57,13:40,12,"8,6",21:00
2013-04-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,2","3,0","5,9",22:40,"10,6",13:00,"0,8",79,94,Varias,63,Varias,23,"8,3",15:10
2013-04-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,1",,,,,"1,1",,,,,,16,"6,9",20:50
2013-04-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"5,4",,,,,"4,4",,,,,,33,"12,5",13:50
2013-04-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,0",,,,,"2,2",,,,,,24,"9,4",03:40
2013-04-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,0",,,,,"2,2",,,,,,99,"8,9",Varias
2013-04-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"18,8","0,0","13,8",05:40,"23,8",15:00,"5,6",,,,,,18,"13,3",19:20
2013-04-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"16,0","0,0","8,8",04:20,"23,1",15:20,"0,3",,,,,,30,"6,9",00:10
2013-04-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"16,6","0,0","9,1",04:30,"24,1",16:10,"0,6",,,,,,36,"4,2",12:20
2013-04-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"18,6","0,0","10,3",23:59,"26,8",16:10,"0,3",,,,,,36,"10,6",12:10
2013-04-18,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"12,2","0,0","7,8",05:50,"16,7",11:40,"3,1",,,,,,30,"11,1",13:30
2013-04-19,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,9","0,0","6,0",23:40,"11,8",15:00,"3,3",,,,,,35,"12,8",14:30
2013-04-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,0","0,0","3,2",22:30,"12,7",Varias,"2,2",,,,,,08,"11,4",10:40
2013-04-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,6","0,0","1,2",03:40,"14,1",14:10,"2,2",,,,,,28,"9,7",12:00
2013-04-22,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,,,,,,"1,7",68,,,,,,,
2013-04-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,4","0,0","2,6",05:10,"18,2",15:10,"1,9",68,99,07:00,46,15:20,07,"6,4",17:30
2013-04-24,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"13,3","0,0","6,0",01:00,"20,6",15:40,"2,8",51,96,Varias,41,14:40,04,"7,2",13:40
2013-04-25,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"15,0","1,9","7,7",04:50,"22,2",13:40,"0,8",66,94,Varias,48,Varias,25,"8,3",16:00
2013-04-26,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"4,7",,,,,"1,9",,,,,,35,"8,9",21:50
2013-04-27,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"1,1",,,,,"3,6",,,,,,34,"10,8",09:20
2013-04-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"1,9",,,,,"3,1",,,,,,02,"14,2",15:10
2013-04-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"14,1",,,,,"1,9",,,,,,03,"12,8",11:50
2013-04-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,2",,,,,"1,7",,,,,,99,"5,8",Varias
2013-05-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,4","4,0","6,4",03:30,"14,4",14:20,"1,1",,,,,,15,"8,6",15:00
2013-05-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,6","1,1","6,8",05:30,"10,4",12:50,"1,9",78,97,Varias,38,03:50,33,"8,3",13:50
2013-05-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,4","0,1","6,9",01:20,"11,9",16:20,"2,8",86,97,Varias,76,16:30,31,"8,6",15:50
2013-05-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"11,0","0,0","4,1",04:00,"18,0",14:00,"1,9",69,99,07:00,50,14:40,,,
2013-05-05,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"12,8","0,0","5,1",03:50,"20,5",14:50,"2,8",64,98,Varias,43,Varias,31,"7,8",12:50
2013-05-06,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"14,5","0,8","5,8",05:10,"23,2",14:10,"1,1",72,98,Varias,35,11:50,30,"14,4",16:00
2013-05-07,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"16,6","1,1","12,7",01:20,"20,6",16:50,"1,7",67,93,21:00,48,22:50,26,"10,8",19:20
2013-05-08,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"14,6","0,0","11,3",22:50,"18,0",14:30,"0,8",73,98,Varias,66,09:10,23,"5,3",02:40
2013-05-09,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"12,4","9,3","9,4",23:59,"15,3",13:00,"1,7",92,98,Varias,83,08:40,31,"7,8",14:30
2013-05-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"10,0","0,1","5,2",23:59,"14,8",14:00,"3,6",63,95,Varias,52,15:30,33,"10,0",13:00
2013-05-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,1",,"4,0",02:00,"14,2",14:30,"1,7",67,98,Varias,50,13:00,32,"9,4",14:30
2013-05-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"8,0","0,0","4,5",23:59,"11,5",13:50,"2,2",75,97,Varias,70,09:20,04,"8,6",16:00
2013-05-13,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"11,6","0,0","3,1",04:30,"20,1",15:30,"2,2",65,98,Varias,42,15:10,31,"7,5",16:00
2013-05-14,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"13,0","9,5","5,4",03:50,"20,7",14:20,"1,9",69,99,07:00,46,13:30,15,"9,2",16:00
2013-05-15,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,5","3,1","5,1",22:50,"9,9",00:30,"2,2",85,91,00:00,76,16:10,33,"8,3",13:00
2013-05-16,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"7,8","0,3","3,4",02:50,"12,2",15:00,"2,8",69,92,Varias,54,Varias,32,"13,6",11:10
2013-05-17,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"9,4",,"5,6",Varias,"13,2",11:20,"3,3",80,92,Varias,60,11:20,17,"11,1",11:40
2013-06-28,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"15,5","0,0","10,2",04:40,"20,8",16:00,"2,2",63,94,04:40,49,13:40,24,"10,0",11:40
2013-06-29,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"14,6","0,0","8,2",04:30,"21,1",13:50,"1,9",70,98,Varias,59,16:30,15,"8,9",11:30
2013-06-30,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"18,4","0,0","11,7",03:40,"25,0",15:00,"2,2",71,98,Varias,56,Varias,02,"6,7",15:20
2013-07-01,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"19,4","0,0","11,7",04:00,"27,0",14:20,"1,9",73,98,Varias,50,14:40,36,"6,1",13:00
2013-07-02,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"20,8","0,0","13,1",04:40,"28,5",16:10,"2,2",59,98,Varias,41,Varias,14,"6,9",18:30
2013-07-03,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"19,4","0,0","16,4",03:00,"22,3",13:40,"2,5",78,91,Varias,66,13:20,10,"7,5",13:00
2013-07-04,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,,,,,,"2,2",67,,,,,,,
2013-07-10,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"24,2","0,0","17,1",04:50,"31,4",14:30,"1,4",61,95,06:20,37,14:20,36,"7,8",16:30
2013-07-11,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,,,,,,"1,7",60,,,,,,,
2013-07-12,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,"24,6",,"17,9",03:20,"31,2",14:30,"0,3",58,89,06:10,38,15:10,32,"9,2",20:10
2013-07-20,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,0",,,,,,,87,05:30,36,15:50,,,
2013-07-21,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"1,2",,,,,,,81,19:20,39,Varias,,,
2013-07-23,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,,"0,0",,,,,"0,8",,99,Varias,42,15:00,28,"8,1",01:40
