fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,horatmax
2022-11-30,1393,CABO VILÁN,A CORUÑA,50,"12,0","0,0","10,0",21:30,"14,0",16,"5,0","15,8",08:30,78,87,04:50,60,01:00,11:30
2022-12-01,1393,CABO VILÁN,A CORUÑA,50,"10,8","0,0","7,5",23:59,"14,0",06,"5,6","12,2",09:00,61,79,00:50,51,Varias,14:00
2022-12-06,1393,CABO VILÁN,A CORUÑA,50,"12,8","0,2","11,3",23:59,"14,4",31,"3,6","7,2",08:50,80,84,Varias,62,01:10,11:20
2022-12-07,1393,CABO VILÁN,A CORUÑA,50,"12,7","5,7","9,7",05:00,"15,7",06,"4,2","9,7",21:50,75,84,00:00,66,11:50,12:20
2022-12-08,1393,CABO VILÁN,A CORUÑA,50,"12,3","14,3","10,3",05:00,"14,3",07,"3,6","11,7",05:30,85,88,Varias,70,Varias,13:00
2022-12-09,1393,CABO VILÁN,A CORUÑA,50,"10,8","0,0","9,4",18:40,"12,1",03,"14,7","28,6",08:10,79,89,03:10,48,23:59,00:40
2022-12-10,1393,CABO VILÁN,A CORUÑA,50,"8,8","0,2","6,2",08:30,"11,5",03,"2,8","15,0",00:40,54,63,Varias,46,13:10,13:30
2022-12-11,1393,CABO VILÁN,A CORUÑA,50,"9,2","26,4","6,4",04:10,"12,0",17,"4,2","10,3",23:59,65,78,Varias,55,15:50,15:30
2022-12-12,1393,CABO VILÁN,A CORUÑA,50,"13,8","3,5","11,5",00:10,"16,0",21,"13,1","25,6",07:10,90,90,Varias,78,00:00,07:40
2022-12-13,1393,CABO VILÁN,A CORUÑA,50,"15,0","0,8","13,7",21:20,"16,4",24,"9,2","16,1",22:30,87,90,Varias,76,22:50,11:30
2022-12-14,1393,CABO VILÁN,A CORUÑA,50,"14,1","7,1","11,6",21:30,"16,6",21,"9,2","20,3",13:50,78,88,Varias,70,12:10,12:10
2022-12-15,1393,CABO VILÁN,A CORUÑA,50,"12,4","3,1","10,5",23:00,"14,2",21,"3,9","11,1",06:40,79,81,00:10,72,15:50,15:00
2022-12-16,1393,CABO VILÁN,A CORUÑA,50,"10,2","0,1","8,3",22:00,"12,2",06,"10,8","21,7",08:50,77,86,02:00,67,14:50,13:20
2022-12-17,1393,CABO VILÁN,A CORUÑA,50,"11,7","0,0","8,6",00:20,"14,8",13,"5,0","17,8",23:40,75,79,08:10,65,15:00,11:40
2022-12-18,1393,CABO VILÁN,A CORUÑA,50,"14,3","35,8","13,3",08:50,"15,3",19,"15,6","30,6",19:00,76,87,23:30,70,06:40,16:10
2022-12-19,1393,CABO VILÁN,A CORUÑA,50,"14,0","103,5","12,5",12:40,"15,6",19,"14,7","28,1",01:10,89,90,Varias,85,01:50,17:40
2022-12-20,1393,CABO VILÁN,A CORUÑA,50,"13,6","0,8","12,1",10:40,"15,0",21,"8,6","17,8",23:40,84,90,Varias,74,14:10,00:40
2022-12-21,1393,CABO VILÁN,A CORUÑA,50,"14,5","3,1","13,1",06:40,"15,9",21,"11,1","21,7",10:00,87,90,Varias,78,06:20,13:00
2022-12-22,1393,CABO VILÁN,A CORUÑA,50,"15,6","2,2","15,0",Varias,"16,1",21,"13,3","23,3",Varias,84,90,06:40,72,19:50,10:20
2022-12-23,1393,CABO VILÁN,A CORUÑA,50,"13,7","64,9","11,3",21:50,"16,1",21,"11,7","25,3",08:50,88,90,Varias,72,00:10,00:40
2022-12-24,1393,CABO VILÁN,A CORUÑA,50,"11,9","18,8","10,1",23:30,"13,7",22,"7,2","12,8",06:00,86,90,Varias,80,19:20,12:20
2022-12-25,1393,CABO VILÁN,A CORUÑA,50,"12,6","3,2","10,2",00:10,"15,0",21,"6,9","17,8",05:40,83,86,Varias,74,23:40,13:50
2022-12-26,1393,CABO VILÁN,A CORUÑA,50,"11,9","0,0","8,6",23:59,"15,2",99,"1,4","6,1",00:10,72,84,Varias,64,Varias,13:20
2022-12-27,1393,CABO VILÁN,A CORUÑA,50,"10,8","0,1","7,6",08:20,"13,9",21,"4,2","14,4",23:59,72,82,Varias,58,14:30,12:30
2022-12-28,1393,CABO VILÁN,A CORUÑA,50,"12,9","2,9","11,7",10:20,"14,1",22,"12,2","19,7",10:10,84,89,Varias,73,00:10,06:30
2022-12-29,1393,CABO VILÁN,A CORUÑA,50,"12,6","8,3","11,2",15:10,"14,0",22,"7,8","21,9",23:40,80,90,23:40,69,08:50,23:59
2022-12-30,1393,CABO VILÁN,A CORUÑA,50,"14,8","1,0","13,9",00:20,"15,7",20,"16,7","28,6",23:50,86,90,00:30,78,22:30,20:20
2022-12-31,1393,CABO VILÁN,A CORUÑA,50,"14,1","29,0","12,0",23:59,"16,2",23,"16,4","35,3",09:10,76,91,Varias,68,10:40,10:40
